Age,Employment_Status,Employment_Duration,Industry_Sector,Education_Level,Marital_Status,Housing_Status,Years_at_Residence,Number_of_Dependents,City_Region,Annual_Income,Total_Debt,Debt_to_Income_Ratio,Loan_to_Income_Ratio,Credit_Score,Credit_History_Length,Number_of_Existing_Loans,Total_Credit_Limit,Credit_Utilization_Rate,Savings_Account_Balance,Checking_Account_Balance,Total_Assets,Net_Worth,Number_of_Late_Payments,Worst_Delinquency_Status,Months_since_Last_Delinquency,Number_of_Credit_Inquiries,Number_of_Open_Credit_Lines,Number_of_Derogatory_Records,Bankruptcy_Flag,Credit_Mix,Loan_Amount_Requested,Loan_Term_Months,Loan_Purpose,Payment_to_Income_Ratio,Collateral_Type,Collateral_Value,Transaction_Amount,Transaction_Frequency,Transaction_Location,Days_since_Last_Transaction,Avg_Probability_of_Default,Avg_Risk_Weighted_Assets,DPD_Trigger_Count,Bankruptcy_Trigger_Flag,Cash_Flow_Volatility,Seasonal_Spending_Pattern,Custom_Risk_Score,Credit_Risk_Score,Default_Flag
73,Employed,12,Education,University,Single,Rent,2,1,North,77719,1068.0,0.013741813456169,0.0677955197570735,483,24,1,19200,0.055625,10939,3271,104844,103776.0,2,1,25,1,2,0,False,Installment,5269,36,Other,0.0225985065856911,None,0,425,9,South,99,0.0412700927673104,131274,1,False,0,Medium,130,850.0,False
34,Employed,6,Finance,Graduate,Single,Rent,1,5,East,120486,26.50881117811646,0.0002200156962478,0.0082997194694819,300,4,2,500,0.0530176223562329,8483,29836,0,-26.50881117811646,8,3,6,0,4,0,False,Revolving,1000,36,Home Improvement,0.0027665731564939,Real Estate,113254,56,13,East,173,0.1278307226560868,0,3,False,10356,Low,224,813.0,False
27,Employed,0,Education,High School,Single,Own,3,0,West,52267,8221.0,0.1572885377006524,0.4230585264124591,300,8,2,7551,1.0,59920,4337,191278,183057.0,4,2,19,1,8,0,False,Installment,22112,24,Home Improvement,0.2115292632062295,Vehicle,50516,134,13,South,278,0.1837304008018967,30890,4,False,9263,High,322,665.0,False
34,Employed,2,Education,Others,Married,Rent,2,0,West,53498,1232.0,0.023028898276571,0.2410557404015103,409,15,1,39857,0.0309105050555736,1794,2581,184638,183406.0,2,0,44,0,3,0,False,Revolving,12896,36,Debt Consolidation,0.0803519134671701,None,0,88,8,East,86,0.060307478584035,114263,1,False,5088,Medium,105,850.0,False
37,Employed,0,Other,High School,Single,Rent,12,1,South,46115,1089.0,0.0236148758538436,0.3455274856337417,376,9,2,90891,0.0119813842954748,413,3456,0,-1089.0,3,0,36,1,6,0,False,Mortgage,15934,48,Debt Consolidation,0.0863818714084354,None,0,115,18,East,97,0.2337347141682748,0,0,False,0,Low,127,850.0,False
41,Employed,3,Education,University,Single,Own,22,0,West,50344,1832.0,0.0363896392817416,0.489571746384872,316,5,2,57932,0.0316232824691017,37759,22806,165170,163338.0,5,1,16,3,4,1,False,Mortgage,24647,48,Home Improvement,0.122392936596218,None,0,504,10,North,110,0.6257351190296653,25552,2,False,0,Medium,291,822.0,False
22,Unemployed,1,Other,University,Single,Mortgage,6,0,North,10000,36023.05564102624,1.0,1.0,300,2,1,75025,0.4801473594272075,5237,542,27007,-9016.055641026243,6,2,48,1,2,1,False,Mortgage,12890,36,Home Improvement,0.4296666666666666,Vehicle,138483,20,14,West,356,0.3842099363284593,107516,3,False,0,Low,483,470.0,True
51,Employed,10,Finance,University,Single,Own,6,1,East,44688,710.0176787490509,0.0158883297249608,0.3073084496956677,300,8,2,500,1.0,1226,23131,268833,268122.9823212509,7,2,13,1,2,0,False,Mortgage,13733,36,Other,0.1024361498985559,Vehicle,0,399,6,North,275,0.2597602879390846,120886,1,False,0,High,298,688.0,False
23,Self-Employed,0,Finance,University,Single,Mortgage,7,1,East,135296,10599.977442925248,0.0783465693215264,0.0142502365184484,471,2,0,135381,0.0782973788266097,3969,9572,411317,400717.0225570747,3,2,24,0,2,0,False,Installment,1928,60,Business,0.0028500473036896,Real Estate,83726,224,12,South,172,0.1128653024408243,20164,1,False,8366,Low,14,850.0,False
70,Employed,0,Other,University,Married,Own,3,0,East,43140,621.3689970719045,0.0144035465246153,0.506861381548447,300,18,2,20615,0.0301415957832599,4350,9328,202149,201527.6310029281,3,3,17,2,0,0,False,Installment,21866,36,Other,0.1689537938494823,Real Estate,0,297,11,South,177,0.4112153135196063,190189,5,False,8232,High,198,805.0,False
19,Self-Employed,2,Healthcare,High School,Married,Rent,5,1,West,83925,283.0,0.0033720583854632,0.085290437890974,424,7,2,32123,0.0088098869968558,14779,847,152517,152234.0,2,2,18,2,2,0,False,Revolving,7158,36,Home Improvement,0.028430145963658,None,0,50,10,East,87,0.1050482642422578,10821,0,False,4866,Low,57,850.0,False
30,Employed,0,Education,High School,Married,Own,0,1,North,48202,7270.0,0.1508236172772914,0.0781502842205717,310,7,0,15208,0.4780378748027354,390,4828,136513,129243.0,2,3,7,1,4,1,False,Revolving,3767,36,Other,0.0260500947401905,None,0,11,6,North,303,0.0788015811953978,178273,2,False,16313,High,276,720.0,False
60,Self-Employed,6,Finance,High School,Married,Rent,4,0,South,26649,14777.0,0.5545048594693984,0.694960411272468,300,9,0,56741,0.2604289667083767,4730,26691,107304,92527.0,6,2,16,2,10,0,False,Revolving,18520,36,Home Improvement,0.231653470424156,None,0,158,7,North,276,0.2086362384260097,0,5,False,1621,Medium,341,615.0,False
60,Employed,12,Education,University,Single,Rent,2,2,North,78525,605.0,0.007704552690226,0.3130340655842089,459,12,1,113369,0.0053365558486005,8228,2,136002,135397.0,1,1,25,0,2,0,False,Installment,24581,60,Debt Consolidation,0.0626068131168417,Vehicle,82160,238,14,West,34,0.1815911629740571,81704,1,False,7856,Medium,64,850.0,False
65,Self-Employed,0,Healthcare,University,Others,Own,0,0,East,10000,41658.940017459405,1.0,1.0,300,9,1,33317,1.0,5884,4958,77403,35744.059982540595,6,3,39,1,2,2,False,Mortgage,27623,24,Business,0.5,Vehicle,0,561,11,West,251,0.1127938012947653,51197,5,False,5050,High,558,398.0,False
28,Employed,2,Education,University,Single,Rent,4,1,East,116348,657.3839066870756,0.0056501521872922,0.1109344380651149,300,2,0,41622,0.0157941450840198,26617,7920,0,-657.3839066870756,2,1,33,0,3,0,False,Mortgage,12907,48,Other,0.0277336095162787,Vehicle,79222,32,12,East,262,0.1507851944728686,67180,2,False,3185,High,144,850.0,False
68,Self-Employed,28,Healthcare,University,Single,Own,2,0,East,76725,5380.0,0.070120560443141,0.0130335614206581,466,10,4,100451,0.053558451384257,314,5799,336971,331591.0,3,3,56,0,3,0,False,Installment,1000,36,Other,0.0043445204735527,None,0,10,12,South,335,0.1529688024661454,87505,0,False,5920,Medium,77,850.0,False
64,Employed,6,Tech,Graduate,Married,Mortgage,5,0,North,43863,9110.0,0.2076921323210906,0.0227982582130725,369,20,2,64301,0.1416774233682213,16068,16505,72926,63816.0,3,1,5,0,7,0,False,Revolving,1000,60,Business,0.0045596516426145,None,0,128,11,East,25,0.1330984026443557,38026,1,True,7851,Medium,165,790.0,False
74,Employed,15,Healthcare,High School,Single,Rent,4,3,East,72890,249.45145542478585,0.0034223001155821,0.1658800932912608,300,15,1,500,0.4989029108495717,17610,7557,204319,204069.54854457523,5,1,50,2,1,1,True,Installment,12091,24,Debt Consolidation,0.0829400466456304,Vehicle,221058,147,10,North,61,0.1339856570017231,58405,2,False,11542,Low,457,553.0,False
40,Employed,0,Finance,University,Single,Own,1,0,South,38480,347.0,0.0090176715176715,0.1016112266112266,454,17,2,10557,0.0328691863218717,22391,10696,0,-347.0,1,3,23,0,3,0,False,Revolving,3910,48,Debt Consolidation,0.0254028066528066,None,0,629,8,West,248,0.0980678672427003,113826,2,False,5129,Low,107,850.0,False
72,Self-Employed,1,Other,University,Married,Mortgage,4,1,North,52056,5095.0,0.0978753649915475,0.7016482249884739,428,17,1,98399,0.0517789814937143,34338,1280,225537,220442.0,1,1,40,2,4,0,False,Mortgage,36525,36,Debt Consolidation,0.2338827416628246,None,0,114,8,North,192,0.1394021756088063,0,1,False,14605,Low,170,850.0,False
33,Unemployed,0,Other,High School,Married,Mortgage,2,2,South,95772,14384.0,0.1501900346656642,0.0104414651463893,448,12,2,90662,0.1586552249012816,11505,2746,79824,65440.0,3,3,4,4,0,1,False,Revolving,1000,48,Other,0.0026103662865973,None,0,379,11,North,113,0.0923538179080926,98214,2,False,4781,Medium,196,850.0,False
48,Self-Employed,1,Education,Others,Married,Own,15,2,East,81329,9019.0,0.110895252615918,0.1294126326402636,353,6,1,69656,0.1294791547031124,1275,22003,156680,147661.0,3,1,56,1,1,0,False,Installment,10525,24,Debt Consolidation,0.0647063163201318,None,0,555,4,West,11,0.1658369222937058,120319,0,False,6955,Medium,135,849.0,False
28,Employed,6,Tech,High School,Single,Mortgage,2,1,North,107665,2340.0,0.0217340825709376,0.2009473830864254,478,12,4,19800,0.1181818181818181,13953,8386,238644,236304.0,0,1,22,0,1,0,True,Revolving,21635,36,Business,0.0669824610288084,None,0,12,8,West,233,0.0181204748126197,140696,1,False,10990,High,208,801.0,False
71,Employed,0,Education,Graduate,Married,Own,0,1,East,86251,16188.0,0.1876847804663134,0.0559065981843688,352,15,3,80821,0.2002944779203425,26945,11245,148606,132418.0,6,2,55,0,4,1,False,Installment,4822,12,Home Improvement,0.0559065981843688,Real Estate,18277,67,11,East,294,0.0932703139313169,58274,2,False,11664,High,299,768.0,False
33,Unemployed,3,Healthcare,University,Married,Mortgage,8,1,North,73577,562.3498533573865,0.0076430114486508,0.2425486225314976,300,5,1,500,1.0,2042,3134,7689,7126.650146642613,7,2,50,1,4,0,False,Installment,17846,36,Other,0.0808495408438325,Vehicle,25985,47,14,East,158,0.0694369177335792,64657,3,False,0,Low,397,721.0,False
25,Employed,1,Other,Graduate,Married,Own,19,0,East,12336,59.84287760575052,0.0048510763299084,1.0,300,4,0,500,0.119685755211501,29549,21377,105395,105335.15712239424,2,1,2,2,1,1,False,Installment,26958,48,Other,0.5,None,0,150,9,East,150,0.3346344603656506,50868,1,False,8242,Medium,249,779.0,False
21,Self-Employed,8,Healthcare,Others,Single,Own,1,3,North,34287,258.319161591388,0.0075340263537605,0.9675387172981014,300,18,5,500,0.516638323182776,3383,1767,124215,123956.68083840862,5,4,41,2,2,1,False,Revolving,33174,36,Home Improvement,0.3225129057660338,None,0,266,12,West,190,0.1613709453214935,138617,1,False,3444,Low,297,741.0,False
57,Unemployed,0,Other,University,Others,Rent,21,0,North,48874,238.43182671713527,0.0048785003625063,0.0204607766910831,300,25,2,500,0.4768636534342706,38211,14347,167654,167415.56817328287,4,2,5,1,3,0,False,Revolving,1000,48,Other,0.0051151941727707,Vehicle,84336,127,5,East,213,0.0975827855023122,54946,5,False,0,Low,199,788.0,False
21,Unemployed,1,Other,High School,Single,Mortgage,5,0,North,10000,16161.0,1.0,1.0,300,7,0,95735,0.1688097352065597,621,2122,328266,312105.0,2,3,2,0,3,0,False,Installment,28507,48,Other,0.5,Real Estate,13110,76,7,North,337,0.2292661830536585,49511,0,False,12316,Medium,219,507.0,False
73,Employed,4,Other,High School,Single,Own,11,2,East,48715,1275.269351936543,0.0261781659024231,0.0205275582469465,372,20,2,22366,0.0570182129990406,11309,13809,44700,43424.73064806346,3,0,39,1,5,0,False,Installment,1000,36,Other,0.0068425194156488,None,0,71,5,East,71,0.0462070331249807,112447,1,False,10978,Medium,115,838.0,False
42,Employed,0,Finance,High School,Married,Rent,3,2,East,62573,19991.0,0.3194828440381634,0.1963147044252313,340,13,1,51539,0.3878810221385746,4450,39736,131777,111786.0,3,0,45,3,4,0,False,Revolving,12284,24,Other,0.0981573522126156,None,0,12,10,North,17,0.1567903436287083,59605,2,False,7233,Medium,196,742.0,False
20,Employed,3,Healthcare,Graduate,Married,Rent,5,0,East,79994,706.0,0.0088256619246443,0.2272670450283771,372,9,1,6197,0.1139260932709375,13974,9171,67479,66773.0,1,3,59,0,3,0,False,Installment,18180,36,Business,0.0757556816761257,Real Estate,27042,184,14,East,11,0.0791581044774526,20532,2,False,7452,High,139,850.0,False
49,Self-Employed,2,Education,Graduate,Married,Rent,11,0,North,10000,20436.0,1.0,1.0,300,13,2,117796,0.1734863662603144,20619,13020,327095,306659.0,6,3,55,1,0,1,False,Installment,29058,48,Debt Consolidation,0.5,None,0,178,10,North,276,0.216343768479623,0,1,False,4542,Low,383,483.0,False
20,Employed,9,Tech,High School,Married,Rent,24,1,East,30582,24994.90665344314,0.8173077841031698,0.7128703158720816,300,0,2,18156,1.0,18677,11585,341607,316612.0933465569,4,2,34,0,3,0,False,Revolving,21801,36,Business,0.2376234386240272,None,0,261,9,South,137,0.1054163199994057,130313,3,False,14244,High,385,457.0,False
44,Employed,4,Education,High School,Married,Rent,1,1,South,50958,537.6670921063601,0.0105511812101409,0.2032065622669649,300,11,2,500,1.0,20304,5350,0,-537.6670921063601,6,1,47,2,1,0,False,Revolving,10355,24,Business,0.1016032811334824,None,0,139,15,South,92,0.1385952795941755,46408,4,False,2402,Medium,266,700.0,False
46,Employed,5,Healthcare,Others,Married,Rent,13,0,North,127072,492.1712618929522,0.0038731684548362,0.1714067615210274,419,10,1,500,0.9843425237859044,75066,3202,278461,277968.82873810705,2,1,11,2,2,0,False,Revolving,21781,24,Other,0.0857033807605137,None,0,70,6,West,231,0.2285565544141959,133554,3,False,20491,Medium,209,839.0,False
49,Employed,15,Tech,Graduate,Married,Mortgage,6,2,South,105363,2343.0,0.0222374078186839,0.1929899490333418,462,8,1,33806,0.0693072235697805,6333,9900,157130,154787.0,2,2,22,0,3,0,False,Revolving,20334,36,Home Improvement,0.0643299830111139,None,0,169,9,West,265,0.0410617926215038,122075,0,False,4067,Medium,110,850.0,False
67,Self-Employed,20,Education,High School,Single,Own,17,0,South,40165,15463.0,0.3849869289182124,0.5383542885596913,371,11,2,80883,0.1911773796718717,2195,23493,153144,137681.0,1,1,40,1,3,1,False,Mortgage,21623,36,Home Improvement,0.1794514295198971,Vehicle,134541,183,14,East,362,0.0504614056607563,121924,1,False,4997,High,236,776.0,False
75,Self-Employed,5,Tech,University,Married,Rent,2,0,West,87219,6675.0,0.0765314896983455,0.2691730012955892,500,18,1,169884,0.0392915165642438,37274,24683,172726,166051.0,1,0,7,1,3,0,False,Revolving,23477,60,Debt Consolidation,0.0538346002591178,None,0,130,9,North,347,0.2810829866114165,0,0,False,2489,Medium,134,850.0,False
68,Employed,3,Healthcare,University,Single,Rent,1,1,South,22285,216.0,0.0096926183531523,0.3088175903073816,300,10,3,154288,0.0013999792595665,70987,3719,48431,48215.0,3,1,58,3,3,0,False,Installment,6882,36,Debt Consolidation,0.1029391967691272,Real Estate,77237,95,13,North,11,0.0211835176284794,107297,0,False,10666,Low,165,777.0,False
36,Employed,4,Other,University,Single,Own,2,3,West,10000,10507.0,1.0,1.0,300,7,0,83761,0.1254402406848055,16959,19431,150991,140484.0,4,4,5,3,4,0,False,Revolving,19584,12,Other,0.5,Real Estate,129988,81,6,West,96,0.079445291732076,5555,3,False,7547,High,363,503.0,False
38,Unemployed,2,Healthcare,University,Married,Own,12,3,West,36155,421.54754035336,0.0116594534740246,0.9739731710690084,300,4,0,500,0.8430950807067201,56518,1868,152168,151746.45245964665,6,4,18,0,4,2,False,Revolving,35214,36,Debt Consolidation,0.3246577236896694,None,0,71,8,East,177,0.0930437852026318,99775,4,False,0,Low,397,709.0,False
22,Employed,21,Finance,University,Single,Mortgage,3,2,North,58721,29875.0,0.5087617717681919,0.1148992694266105,300,1,1,53714,0.5561864690769632,38817,9907,0,-29875.0,2,2,50,4,2,0,False,Revolving,6747,12,Business,0.1148992694266105,Vehicle,133206,90,13,North,38,0.1572528825285919,41089,2,False,14188,Medium,252,636.0,False
35,Self-Employed,6,Tech,University,Others,Own,18,2,North,62186,38414.27248854959,0.6177318446040843,0.1995465217251471,300,7,3,27211,1.0,37647,6851,0,-38414.27248854959,4,4,27,1,3,0,False,Revolving,12409,24,Home Improvement,0.0997732608625735,None,0,150,21,East,268,0.2558711543557376,172016,4,False,14258,Low,383,540.0,False
45,Unemployed,1,Healthcare,University,Married,Own,1,1,East,113741,572.7736983841543,0.0050357716072845,0.1239482684344255,382,12,1,500,1.0,44737,3690,0,-572.7736983841543,2,1,16,1,3,0,False,Installment,14098,36,Other,0.0413160894781418,None,0,467,11,East,200,0.0904376377345724,152437,2,False,0,Low,228,850.0,False
59,Employed,0,Other,University,Single,Mortgage,1,0,South,10000,15597.0,1.0,1.0,308,12,0,103436,0.1507888936153757,18297,14864,0,-15597.0,2,0,5,1,3,0,False,Revolving,19769,60,Home Improvement,0.39538,None,0,20,14,West,33,0.0553923338521109,0,0,False,4391,Low,219,545.0,False
39,Employed,0,Other,University,Married,Own,6,2,West,103391,13383.59363452134,0.129446408628617,0.2404174444584151,327,8,2,41945,0.3190748273816031,6203,12765,10050,-3333.5936345213413,4,2,15,0,1,0,True,Revolving,24857,36,Business,0.080139148152805,Vehicle,170620,23,8,East,1,0.143144089156742,0,4,False,0,High,347,648.0,False
38,Unemployed,1,Healthcare,University,Married,Mortgage,2,4,North,121353,35345.0,0.2912577356966865,0.244682867337437,341,4,4,37315,0.9472062173388718,706,18355,120176,84831.0,2,2,28,2,2,0,False,Installment,29693,36,Other,0.0815609557791457,Vehicle,151619,217,14,West,129,0.0201215770923376,240041,0,False,0,High,224,799.0,False
23,Employed,1,Education,Others,Married,Own,0,0,East,113282,12782.791579160084,0.1128404475482431,0.1602108013629702,300,8,2,33495,0.381632828158235,17027,10000,0,-12782.791579160084,2,0,44,1,4,0,False,Revolving,18149,36,Debt Consolidation,0.0534036004543234,None,0,10,6,East,163,0.0630540431713199,99321,4,False,2329,Low,189,850.0,False
18,Employed,2,Healthcare,High School,Married,Rent,2,1,West,118702,5672.0,0.0477835251301578,0.1227443514009873,473,1,0,90368,0.0627655807365439,67481,2327,298833,293161.0,1,2,25,0,4,0,False,Revolving,14570,36,Home Improvement,0.0409147838003291,None,0,66,10,South,216,0.3748000219278852,76528,0,False,14603,High,25,850.0,False
22,Employed,1,Other,High School,Single,Own,1,0,East,43040,5802.0,0.1348048327137546,0.331017657992565,332,4,3,27849,0.2083378218248411,7292,8656,138774,132972.0,4,4,30,0,5,1,False,Revolving,14247,36,Home Improvement,0.110339219330855,None,0,183,11,North,295,0.1541964213701459,81912,0,False,3949,Medium,253,780.0,False
58,Employed,4,Healthcare,Graduate,Married,Own,3,2,East,93463,292.72116919827494,0.0031319470720849,0.2252228154456844,300,17,2,500,0.5854423383965499,20966,2507,0,-292.72116919827494,5,2,18,1,2,0,False,Mortgage,21050,36,Other,0.0750742718152281,None,0,16,14,West,172,0.0729131635537964,46062,2,False,7794,Medium,272,781.0,False
29,Self-Employed,1,Finance,Graduate,Single,Rent,1,1,West,109798,46291.0,0.4216014863658718,0.0197999963569463,412,24,2,119418,0.3876383794737811,4256,24083,0,-46291.0,2,1,31,3,3,0,False,Installment,2174,48,Other,0.0049499990892365,Real Estate,98223,25,13,North,258,0.024321863521994,0,1,False,0,Low,170,850.0,False
43,Unemployed,1,Education,High School,Single,Mortgage,18,2,North,70249,4.014120554106465,5.714131950784303e-05,0.0142350780794032,300,11,2,500,0.0080282411082129,930,10126,274940,274935.9858794459,7,2,9,3,4,0,False,Revolving,1000,24,Business,0.0071175390397016,Real Estate,0,42,6,West,95,0.2493204041977154,57659,1,False,12307,High,183,770.0,False
63,Self-Employed,3,Healthcare,Graduate,Others,Mortgage,9,1,South,54339,3013.0,0.0554482047884576,0.018402988645356,419,13,4,51007,0.0590703236810633,5843,5766,23332,20319.0,4,3,17,0,5,0,False,Revolving,1000,36,Home Improvement,0.006134329548452,Real Estate,0,285,8,East,314,0.2269355912625122,49975,0,False,2614,Low,134,850.0,False
51,Employed,10,Other,University,Single,Mortgage,11,1,North,11963,65059.0,1.0,1.0,300,12,2,150649,0.4318581603595112,31515,1484,122056,56997.0,2,0,47,3,4,0,False,Revolving,16979,36,Debt Consolidation,0.4730976065089582,None,0,33,8,South,17,0.1034889726834132,153083,2,False,8055,High,319,500.0,False
66,Employed,3,Healthcare,Graduate,Married,Rent,2,0,North,138657,18228.533501601363,0.1314649350671178,0.0072120412240276,394,15,3,27330,0.6669789060227356,63718,11006,357329,339100.46649839863,7,3,21,3,3,1,False,Revolving,1000,12,Other,0.0072120412240276,None,0,195,9,West,191,0.0391151032379656,10742,1,False,9029,Medium,320,814.0,False
31,Self-Employed,2,Healthcare,University,Single,Own,11,2,West,22116,42.0,0.0018990775908844,0.9021070718032194,317,12,3,500,0.084,5195,916,125405,125363.0,4,3,16,0,5,0,False,Revolving,19951,60,Debt Consolidation,0.1804214143606438,None,0,379,15,North,294,0.089710518282052,162094,0,False,8218,High,188,777.0,False
43,Employed,4,Tech,High School,Married,Rent,5,0,East,108320,11476.0,0.1059453471196455,0.1285081240768094,481,21,1,103540,0.1108363917326637,11038,874,364416,352940.0,2,2,52,1,4,0,False,Mortgage,13920,36,Business,0.0428360413589364,None,0,420,13,East,90,0.0939872545933613,50421,1,True,17833,High,102,850.0,False
62,Self-Employed,1,Healthcare,High School,Single,Rent,0,1,South,34320,29639.0,0.8636072261072261,0.2389277389277389,300,10,2,44176,0.670929916696849,3179,603,6300,-23339.0,4,3,55,3,2,1,False,Installment,8200,36,Business,0.0796425796425796,None,0,59,14,West,262,0.1826823605558306,0,2,False,13295,Low,408,486.0,False
